,Customer ID,TotalOrders,TotalSpent,FirstPurchase,LastPurchase,Country
41,12388,8,3901.11,2010-05-06 12:54:00,2011-11-24 12:30:00,Australia
42,12389,3,1433.33,2010-02-22 10:15:00,2010-11-02 11:52:00,Australia
43,12390,1,504.84,2011-09-21 09:33:00,2011-09-21 09:33:00,Belgium
44,12391,6,2724.84,2010-02-15 10:12:00,2011-11-18 12:07:00,Cyprus
45,12392,1,234.75,2010-04-27 14:04:00,2010-04-27 14:04:00,Australia
46,12393,6,2399.45,2010-10-07 13:49:00,2011-09-28 15:41:00,Australia
47,12394,2,1080.48,2011-05-06 14:01:00,2011-10-07 08:08:00,Belgium
48,12395,15,4241.17,2010-04-16 10:16:00,2011-11-20 15:21:00,Belgium
49,12396,1,931.43,2010-02-03 13:22:00,2010-02-03 13:22:00,RSA
50,12397,2,2214.8999999999996,2011-07-27 14:21:00,2011-11-04 09:52:00,Belgium
51,12398,1,1435.66,2011-10-25 10:27:00,2011-10-25 10:27:00,Switzerland
52,12399,7,1842.3,2010-03-05 08:45:00,2011-08-12 13:15:00,Belgium
53,12400,1,205.25,2010-10-21 13:45:00,2010-10-21 13:45:00,Australia
54,12401,1,69.3,2011-02-09 13:50:00,2011-02-09 13:50:00,Belgium
55,12402,6,1136.9,2010-02-07 12:41:00,2011-01-20 13:49:00,Belgium
56,12403,2,947.3600000000001,2010-07-06 11:39:00,2011-10-21 10:51:00,Denmark
57,12404,1,63.24,2010-01-26 16:25:00,2010-01-26 16:25:00,Finland
58,12405,1,1390.3899999999999,2011-07-14 08:52:00,2011-07-14 08:52:00,Finland
59,12406,5,6390.36,2010-01-11 14:04:00,2011-11-17 19:22:00,Denmark
60,12407,5,1507.12,2011-03-20 13:21:00,2011-10-21 10:11:00,Belgium
61,12408,8,3905.77,2010-07-29 13:27:00,2011-11-07 12:27:00,Belgium
62,12409,7,23419.29,2010-05-23 15:21:00,2011-09-22 10:38:00,Switzerland
63,12410,3,773.71,2010-07-25 13:26:00,2011-02-04 10:39:00,Switzerland
64,12411,1,346.9,2010-10-26 09:25:00,2010-10-26 09:25:00,Australia
65,12412,6,2404.93,2010-06-18 13:22:00,2011-09-26 10:16:00,Denmark
66,12413,4,871.45,2010-11-02 13:26:00,2011-10-04 09:00:00,Spain
67,12414,4,532.41,2010-09-02 12:22:00,2011-05-06 14:51:00,Austria
68,12415,24,144033.37,2010-06-30 08:30:00,2011-11-15 14:22:00,Australia
69,12416,1,202.56,2010-02-21 10:19:00,2010-02-21 10:19:00,Australia
70,12417,20,5998.41,2009-12-06 10:30:00,2011-12-06 14:52:00,Belgium
71,12418,4,2021.2,2010-03-19 14:47:00,2011-08-19 11:08:00,Switzerland
72,12419,2,391.01,2010-10-22 10:40:00,2010-11-19 10:04:00,Spain
73,12420,1,600.39,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus
74,12421,6,874.6,2010-07-22 13:57:00,2011-11-24 09:07:00,Spain
75,12422,12,3639.35,2009-12-18 12:44:00,2011-09-05 09:48:00,Australia
76,12423,10,2301.39,2010-08-31 09:31:00,2011-12-09 10:10:00,Denmark
77,12424,4,3340.0299999999997,2010-06-09 15:15:00,2011-06-30 12:06:00,Australia
78,12425,2,1741.41,2010-09-17 14:10:00,2011-09-22 17:31:00,Portugal
79,12426,2,1201.21,2010-02-15 08:41:00,2011-05-29 12:26:00,Germany
80,12427,3,699.8,2010-12-03 10:44:00,2011-11-18 08:56:00,Germany
81,12428,8,6405.26,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland
82,12429,8,5842.41,2010-06-11 13:28:00,2011-11-30 17:22:00,Denmark
83,12430,1,216.4,2011-10-27 15:09:00,2011-10-27 15:09:00,Norway
84,12431,25,10102.22,2010-01-15 09:04:00,2011-11-04 11:55:00,Belgium
85,12432,4,4359.32,2011-06-20 13:27:00,2011-10-28 11:43:00,Norway
86,12433,10,16794.14,2010-08-20 09:23:00,2011-12-09 10:02:00,Norway
87,12434,3,1103.43,2010-11-23 13:38:00,2011-09-16 12:38:00,Australia
88,12435,6,13925.93,2009-12-02 13:58:00,2011-09-21 09:06:00,Denmark
89,12436,1,429.01,2011-09-01 12:09:00,2011-09-01 12:09:00,Norway
90,12437,38,11282.4,2009-12-02 16:24:00,2011-12-08 11:35:00,France
91,12438,2,2466.85,2011-07-22 13:29:00,2011-11-25 13:28:00,Norway
92,12439,2,1142.8799999999999,2009-12-14 08:40:00,2010-01-26 12:11:00,Cyprus
93,12440,2,739.2,2009-12-22 12:03:00,2010-09-03 13:11:00,Austria
94,12441,1,155.55,2010-12-08 10:45:00,2010-12-08 10:45:00,France
95,12442,1,144.06,2011-12-06 14:22:00,2011-12-06 14:22:00,Spain
96,12443,1,365.31,2009-12-07 15:42:00,2009-12-07 15:42:00,Norway
97,12444,5,4085.46,2011-06-21 14:00:00,2011-11-18 13:23:00,Norway
98,12445,2,378.98,2010-10-15 12:28:00,2011-11-17 18:43:00,Spain
99,12446,1,1002.31,2011-10-13 12:50:00,2011-10-13 12:50:00,RSA
100,12447,1,431.49,2011-04-10 13:25:00,2011-04-10 13:25:00,Belgium
101,12448,1,365.45,2011-10-26 13:46:00,2011-10-26 13:46:00,Spain
102,12449,5,4274.89,2010-09-27 09:37:00,2011-11-17 13:46:00,Denmark
103,12450,5,688.2,2010-08-22 13:11:00,2011-07-06 14:41:00,Spain
104,12451,8,12629.880000000001,2010-06-28 12:58:00,2011-11-29 08:40:00,Switzerland
105,12452,1,348.57,2011-11-23 08:05:00,2011-11-23 08:05:00,Switzerland
106,12453,1,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,Austria
107,12454,4,16459.78,2010-10-14 17:33:00,2011-10-14 17:13:00,Spain
108,12455,9,5722.950000000001,2009-12-18 12:33:00,2011-09-27 15:31:00,Cyprus
109,12456,3,2581.04,2011-03-30 09:12:00,2011-10-26 14:41:00,Switzerland
110,12457,7,2555.91,2010-09-30 17:59:00,2011-10-04 13:13:00,Switzerland
111,12458,4,1502.49,2010-08-09 10:33:00,2011-09-29 15:25:00,Switzerland
112,12459,1,398.36,2010-04-13 14:53:00,2010-04-13 14:53:00,Spain
113,12460,1,296.65,2010-09-09 13:51:00,2010-09-09 13:51:00,Belgium
114,12461,1,626.88,2011-07-08 10:23:00,2011-07-08 10:23:00,Switzerland
115,12462,2,937.59,2011-02-09 14:44:00,2011-11-21 09:11:00,Spain
116,12463,4,1200.78,2011-04-12 12:47:00,2011-10-17 13:44:00,Belgium
117,12464,8,957.05,2011-02-03 13:30:00,2011-11-29 13:33:00,Belgium
118,12465,2,682.19,2011-06-23 13:37:00,2011-11-22 16:34:00,Belgium
119,12466,1,56.73,2010-01-26 16:26:00,2010-01-26 16:26:00,France
120,12467,1,132.8,2010-10-12 15:41:00,2010-10-12 15:41:00,USA
121,12468,5,3238.74,2010-01-26 10:09:00,2011-06-05 11:36:00,Germany
122,12469,2,3070.54,2010-06-21 10:30:00,2010-07-05 12:40:00,Thailand
123,12470,1,211.95,2010-01-19 11:01:00,2010-01-19 11:01:00,Unspecified
124,12471,72,35140.99,2009-12-07 10:41:00,2011-12-07 15:43:00,Germany
125,12472,19,14971.29,2009-12-14 10:49:00,2011-11-07 14:01:00,Germany
126,12473,3,2585.73,2011-06-01 10:15:00,2011-10-17 11:27:00,Germany
127,12474,29,11310.75,2010-02-11 09:41:00,2011-11-22 14:39:00,Germany
128,12475,2,1065.6399999999999,2010-10-26 08:49:00,2011-10-17 10:10:00,Germany
129,12476,18,12319.91,2010-07-26 09:04:00,2011-11-24 12:40:00,Germany
130,12477,9,20276.37,2010-03-26 14:01:00,2011-11-17 09:51:00,Germany
131,12478,1,545.99,2011-12-06 09:56:00,2011-12-06 09:56:00,Greece
132,12479,1,473.2,2011-11-28 13:26:00,2011-11-28 13:26:00,Germany
133,12480,7,4834.85,2010-07-20 13:21:00,2011-11-11 14:52:00,Germany
134,12481,14,11033.51,2010-04-11 13:10:00,2011-11-17 08:29:00,Germany
135,12482,27,21941.72,2010-02-24 10:24:00,2010-05-12 16:51:00,Sweden
136,12483,19,4069.18,2010-01-31 13:28:00,2011-11-22 17:02:00,Sweden
137,12484,9,5557.1,2010-01-27 16:41:00,2011-11-04 15:18:00,Spain
138,12485,1,708.1,2010-06-28 15:22:00,2010-06-28 15:22:00,Sweden
139,12486,1,917.28,2010-10-04 12:14:00,2010-10-04 12:14:00,Sweden
140,12487,1,285.3,2009-12-09 11:36:00,2009-12-09 11:36:00,Sweden
141,12488,3,1244.6599999999999,2011-09-25 10:34:00,2011-11-30 08:50:00,France
142,12489,1,298.93,2011-01-07 13:13:00,2011-01-07 13:13:00,France
143,12490,20,8764.64,2009-12-01 12:52:00,2011-12-04 16:07:00,France
144,12491,1,424.4,2011-11-01 12:18:00,2011-11-01 12:18:00,France
145,12492,3,607.21,2010-11-01 14:58:00,2011-10-07 15:15:00,Germany
146,12493,2,379.74,2011-05-26 14:53:00,2011-06-27 10:17:00,France
147,12494,9,1563.27,2010-05-12 13:52:00,2011-11-24 09:34:00,France
148,12495,1,277.4,2010-03-09 10:53:00,2010-03-09 10:53:00,Sweden
149,12496,2,45.34,2010-03-29 13:57:00,2010-03-29 14:06:00,Spain
150,12497,3,5996.5,2010-03-05 09:39:00,2011-09-19 12:29:00,Germany
151,12498,3,349.7,2011-10-13 09:30:00,2011-11-18 12:53:00,Germany
152,12499,1,357.71999999999997,2010-05-28 15:12:00,2010-05-28 15:12:00,Germany
153,12500,18,5559.21,2010-02-04 15:05:00,2011-11-16 16:20:00,Germany
154,12501,1,2025.3899999999999,2011-01-07 12:28:00,2011-01-07 12:28:00,Germany
155,12502,5,2995.87,2011-02-03 10:41:00,2011-09-05 11:52:00,Spain
156,12503,1,896.0,2010-05-04 13:59:00,2010-05-04 13:59:00,Spain
157,12504,4,689.05,2010-04-22 10:24:00,2011-11-21 16:02:00,Germany
158,12505,1,787.2,2010-10-27 09:18:00,2010-10-27 09:18:00,Italy
159,12506,1,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,France
160,12507,4,1508.06,2010-05-04 09:23:00,2011-07-28 17:09:00,Spain
161,12508,2,397.88,2011-11-10 16:27:00,2011-11-13 15:37:00,France
162,12509,1,158.5,2011-02-28 14:45:00,2011-02-28 14:45:00,France
163,12510,7,3039.03,2009-12-04 13:47:00,2011-07-20 10:15:00,Spain
164,12511,1,3084.02,2010-10-07 10:39:00,2010-10-07 10:39:00,Greece
165,12512,2,132.18,2011-10-04 14:53:00,2011-10-04 14:55:00,Israel
166,12513,1,558.29,2011-08-19 10:51:00,2011-08-19 10:51:00,France
167,12514,2,1597.7600000000002,2010-03-08 12:18:00,2011-03-17 16:38:00,Italy
168,12515,1,278.7,2010-12-21 15:43:00,2010-12-21 15:43:00,Italy
169,12516,4,2288.62,2010-04-19 14:14:00,2011-09-23 09:13:00,Germany
170,12517,4,2301.6,2011-06-02 15:13:00,2011-11-11 13:57:00,Germany
171,12518,5,1840.8899999999999,2011-08-21 13:18:00,2011-12-09 10:13:00,Germany
172,12519,2,626.54,2010-08-20 08:21:00,2011-10-07 09:26:00,Germany
173,12520,5,2346.26,2011-03-11 11:35:00,2011-09-21 15:23:00,Germany
174,12521,1,545.68,2011-07-20 10:51:00,2011-07-20 10:51:00,Germany
175,12522,2,156.72,2011-10-19 14:41:00,2011-10-31 15:30:00,Germany
176,12523,23,4010.35,2009-12-07 13:46:00,2011-11-20 12:55:00,France
177,12524,17,9794.11,2010-02-08 14:41:00,2011-11-30 15:31:00,Germany
178,12525,3,883.73,2010-03-02 14:01:00,2010-07-29 16:08:00,France
179,12526,3,1172.6599999999999,2011-09-06 14:19:00,2011-12-09 12:09:00,Germany
180,12527,5,717.51,2010-06-28 15:37:00,2011-09-19 11:55:00,Germany
181,12528,6,1645.48,2011-01-31 09:05:00,2011-11-30 14:40:00,Germany
182,12529,1,316.48,2010-06-29 13:10:00,2010-06-29 13:10:00,France
183,12530,9,3381.26,2010-03-07 14:37:00,2011-10-11 12:34:00,Germany
184,12531,2,1771.2,2010-01-22 14:17:00,2011-11-25 11:12:00,Germany
185,12532,1,313.83,2011-11-09 13:47:00,2011-11-09 13:47:00,France
186,12533,2,1223.8899999999999,2009-12-01 11:50:00,2010-03-22 10:56:00,Germany
187,12534,1,981.18,2011-08-01 10:26:00,2011-08-01 10:26:00,Germany
188,12535,2,716.3499999999999,2011-06-06 12:47:00,2011-09-09 08:48:00,France
189,12536,1,4279.71,2011-10-11 14:52:00,2011-10-11 14:52:00,France
190,12537,1,612.9399999999999,2010-10-27 08:36:00,2010-10-27 08:36:00,Sweden
191,12538,2,640.45,2010-11-26 13:02:00,2011-11-10 17:16:00,Spain
192,12539,7,11186.75,2009-12-23 13:00:00,2011-11-17 13:30:00,Spain
193,12540,32,19250.489999999998,2009-12-07 16:56:00,2011-11-20 11:31:00,Spain
194,12541,3,841.18,2011-03-04 09:32:00,2011-11-10 10:40:00,Spain
195,12542,2,481.88,2010-03-09 16:26:00,2010-08-12 19:12:00,Spain
196,12543,1,840.25,2010-09-17 15:51:00,2010-09-17 15:51:00,Spain
197,12544,1,316.7,2011-11-03 16:15:00,2011-11-03 16:15:00,Spain
198,12545,2,832.39,2011-03-25 12:04:00,2011-09-25 13:39:00,Spain
199,12546,2,1021.5,2011-09-23 09:44:00,2011-10-24 12:09:00,Spain
200,12547,3,299.58,2010-07-27 13:55:00,2011-05-26 12:38:00,Spain
201,12548,1,67.19999999999999,2011-06-26 15:35:00,2011-06-26 15:35:00,Spain
202,12549,5,1570.6799999999998,2010-01-11 12:29:00,2010-05-13 12:05:00,USA
203,12550,1,824.83,2011-09-21 14:35:00,2011-09-21 14:35:00,Spain
204,12551,1,168.0,2010-12-17 11:23:00,2010-12-17 11:23:00,Spain
205,12552,1,317.82,2011-10-31 12:11:00,2011-10-31 12:11:00,Italy
206,12553,12,4104.75,2010-10-12 13:35:00,2011-12-01 16:38:00,France
207,12554,1,384.5,2010-09-17 12:29:00,2010-09-17 12:29:00,Spain
208,12555,1,129.23,2010-01-26 16:26:00,2010-01-26 16:26:00,Spain
209,12556,2,599.56,2011-07-11 13:35:00,2011-10-20 13:06:00,Spain
210,12557,8,18096.14,2009-12-17 10:39:00,2011-11-23 16:59:00,Spain
211,12558,1,269.96,2011-12-02 10:41:00,2011-12-02 10:41:00,USA
212,12559,2,525.71,2011-01-24 10:12:00,2011-02-02 09:49:00,Germany
213,12560,2,1918.01,2011-07-19 15:55:00,2011-12-04 13:54:00,Germany
214,12561,1,238.85,2011-02-10 11:39:00,2011-02-10 11:39:00,Germany
215,12562,9,4426.92,2010-09-30 13:13:00,2011-12-01 17:20:00,France
216,12563,1,221.24,2010-10-27 09:52:00,2010-10-27 09:52:00,Italy
217,12564,1,402.9,2011-03-23 14:55:00,2011-03-23 14:55:00,France
218,12565,1,145.92,2011-02-24 10:34:00,2011-02-24 10:34:00,Saudi Arabia
219,12566,1,297.65,2011-09-14 14:30:00,2011-09-14 14:30:00,Germany
220,12567,15,10741.48,2010-02-11 10:30:00,2011-11-17 11:02:00,France
221,12568,1,52.0,2010-03-05 09:15:00,2010-03-05 09:15:00,Germany
222,12569,32,3152.69,2011-04-01 13:47:00,2011-12-07 16:24:00,Germany
223,12570,1,77.52,2010-01-26 17:28:00,2010-01-26 17:28:00,Spain
224,12571,2,519.61,2011-08-10 12:35:00,2011-10-31 10:19:00,France
225,12572,2,912.4200000000001,2011-10-19 08:20:00,2011-12-01 09:20:00,Germany
226,12573,5,717.4100000000001,2010-08-31 17:25:00,2011-04-26 15:52:00,France
227,12574,1,182.45,2011-01-28 09:20:00,2011-01-28 09:20:00,France
228,12575,2,568.8199999999999,2010-07-01 09:15:00,2010-09-08 13:09:00,France
229,12576,8,2062.72,2010-07-01 13:46:00,2011-11-04 10:11:00,Poland
230,12577,8,1613.15,2009-12-03 19:31:00,2011-11-04 13:24:00,France
231,12578,4,4026.45,2010-09-22 11:19:00,2011-11-18 13:30:00,Italy
232,12579,1,386.42,2011-09-22 17:15:00,2011-09-22 17:15:00,France
233,12580,2,962.9000000000001,2010-05-12 11:45:00,2011-04-07 10:24:00,Germany
234,12581,1,179.71,2011-10-31 08:56:00,2011-10-31 08:56:00,Germany
235,12582,4,1820.3999999999999,2010-05-11 09:55:00,2011-04-15 08:45:00,Finland
236,12583,27,12493.58,2009-12-06 11:57:00,2011-12-07 08:07:00,France
237,12584,9,2254.15,2011-03-04 15:15:00,2011-12-06 09:35:00,Italy
238,12585,2,1824.1,2010-12-23 12:58:00,2011-04-19 13:39:00,Germany
239,12586,4,2062.67,2009-12-16 13:15:00,2011-11-22 16:24:00,Italy
240,12587,1,104.0,2011-12-02 12:47:00,2011-12-02 12:47:00,Finland
241,12588,3,718.78,2010-04-21 12:22:00,2011-10-31 15:01:00,Finland
242,12589,6,3294.91,2010-01-19 12:26:00,2011-11-11 10:19:00,France
243,12590,1,9341.26,2011-05-12 14:46:00,2011-05-12 14:46:00,Germany
244,12591,3,1114.9499999999998,2010-10-27 10:42:00,2011-01-26 14:35:00,Italy
245,12592,4,1723.6399999999999,2010-07-08 14:06:00,2011-09-08 15:04:00,Germany
246,12593,3,382.1,2011-05-05 09:29:00,2011-08-23 12:43:00,France
247,12594,14,4890.11,2010-03-03 13:51:00,2011-11-02 12:20:00,Italy
248,12595,1,281.02,2010-07-23 09:10:00,2010-07-23 09:10:00,Germany
249,12596,2,450.27,2011-04-11 13:22:00,2011-10-19 13:02:00,Spain
250,12597,4,3195.22,2011-03-16 14:00:00,2011-11-20 13:33:00,Spain
251,12598,10,4192.09,2010-03-01 09:58:00,2011-11-30 12:18:00,France
252,12599,13,2026.72,2010-05-11 10:42:00,2011-11-10 13:34:00,France
253,12600,21,4390.42,2009-12-07 13:37:00,2011-11-11 10:29:00,Germany
254,12601,6,573.26,2010-10-31 10:57:00,2011-06-03 10:17:00,Germany
255,12602,1,153.12,2011-10-12 11:22:00,2011-10-12 11:22:00,France
256,12603,1,613.2,2011-11-18 10:42:00,2011-11-18 10:42:00,Germany
257,12604,2,236.18,2011-03-23 12:06:00,2011-09-21 14:08:00,France
258,12605,3,1124.95,2010-09-07 14:21:00,2010-11-28 14:18:00,Germany
259,12606,1,21.0,2010-01-26 16:23:00,2010-01-26 16:23:00,Spain
260,12607,1,1579.51,2011-10-10 16:06:00,2011-10-10 16:06:00,USA
261,12608,1,415.79,2010-10-31 10:49:00,2010-10-31 10:49:00,United Kingdom
262,12609,9,3021.86,2009-12-20 13:30:00,2011-09-22 16:34:00,Germany
263,12610,4,1747.54,2011-08-05 13:52:00,2011-11-17 09:34:00,Italy
264,12611,1,1193.32,2011-10-18 13:12:00,2011-10-18 13:12:00,Italy
265,12612,1,668.04,2011-09-26 15:35:00,2011-09-26 15:35:00,Germany
266,12613,9,6277.37,2009-12-14 13:10:00,2011-10-13 14:59:00,Germany
267,12614,1,315.6,2011-03-07 10:22:00,2011-03-07 10:22:00,Germany
268,12615,8,5362.98,2010-03-18 14:09:00,2011-12-07 15:02:00,France
269,12616,3,1023.1,2010-11-16 11:38:00,2011-09-05 15:17:00,France
270,12617,1,352.98,2011-11-10 14:39:00,2011-11-10 14:39:00,France
271,12618,1,137.31,2011-11-18 11:10:00,2011-11-18 11:10:00,Italy
272,12619,9,3085.7,2010-05-28 12:52:00,2011-11-23 14:52:00,Germany
273,12620,3,1303.4099999999999,2011-05-19 12:10:00,2011-11-25 10:20:00,France
274,12621,35,22097.2,2010-02-09 12:01:00,2011-12-08 11:25:00,Germany
275,12622,1,162.1,2011-04-21 16:39:00,2011-04-21 16:39:00,Germany
276,12623,7,3315.84,2010-01-12 11:45:00,2011-03-08 13:50:00,Germany
277,12624,2,569.13,2011-06-15 12:34:00,2011-08-25 15:04:00,France
278,12625,4,4678.88,2010-04-22 11:33:00,2011-05-12 09:54:00,Germany
279,12626,9,5954.4800000000005,2011-01-17 11:01:00,2011-11-16 16:06:00,Germany
280,12627,6,4082.5299999999997,2011-07-22 13:59:00,2011-11-29 12:07:00,Germany
281,12628,3,732.46,2011-10-06 09:28:00,2011-12-05 13:15:00,Germany
282,12629,2,1198.22,2010-10-12 16:40:00,2010-11-19 09:18:00,Sweden
283,12630,2,1030.8799999999999,2011-10-27 10:41:00,2011-11-30 10:48:00,Finland
284,12631,6,3321.5699999999997,2010-01-15 14:50:00,2011-10-13 13:53:00,Finland
285,12632,2,714.88,2010-05-24 09:07:00,2010-07-07 09:39:00,Germany
286,12633,7,5156.16,2010-07-02 11:44:00,2011-10-12 11:40:00,Germany
287,12634,1,360.0,2010-06-09 15:41:00,2010-06-09 15:41:00,USA
288,12635,4,2624.41,2010-09-09 10:50:00,2011-09-11 11:04:00,Germany
289,12637,12,8085.81,2010-06-14 13:36:00,2011-10-03 13:46:00,France
290,12638,2,681.49,2010-03-10 10:30:00,2011-11-06 13:11:00,Sweden
291,12639,3,1072.37,2010-03-22 09:05:00,2011-04-15 12:48:00,Sweden
292,12640,3,994.58,2011-09-19 12:01:00,2011-11-16 11:52:00,France
293,12641,1,145.9,2011-08-16 13:26:00,2011-08-16 13:26:00,Sweden
294,12642,3,905.26,2011-08-24 09:23:00,2011-11-14 15:03:00,Germany
295,12643,11,7803.82,2010-04-07 14:16:00,2011-08-03 12:56:00,France
296,12644,4,1900.4899999999998,2010-01-14 13:02:00,2011-08-02 10:33:00,Germany
297,12645,8,3215.3,2010-02-09 10:49:00,2011-11-06 12:38:00,Germany
298,12646,2,1346.97,2011-10-21 12:52:00,2011-12-05 10:14:00,USA
299,12647,35,14109.550000000001,2010-01-13 15:06:00,2011-11-17 12:56:00,Germany
300,12648,4,1039.0,2010-01-07 18:38:00,2011-07-08 11:55:00,Germany
301,12649,8,2096.65,2010-01-12 17:24:00,2011-08-24 14:41:00,Germany
302,12650,1,242.44,2011-12-06 16:34:00,2011-12-06 16:34:00,France
303,12651,4,377.75,2010-08-31 15:21:00,2011-01-09 12:46:00,France
304,12652,2,891.03,2010-10-01 15:16:00,2011-01-12 15:00:00,Germany
305,12653,3,4160.83,2010-07-01 09:56:00,2011-07-14 10:41:00,Israel
306,12654,5,529.98,2011-02-17 13:16:00,2011-11-29 10:10:00,Germany
307,12655,1,243.35,2010-10-12 09:17:00,2010-10-12 09:17:00,France
308,12656,8,5723.83,2010-05-26 09:00:00,2011-11-22 13:42:00,France
309,12657,4,1427.1799999999998,2011-09-22 11:40:00,2011-11-28 15:47:00,France
310,12658,1,632.05,2011-11-21 10:22:00,2011-11-21 10:22:00,Germany
311,12659,1,73.67999999999999,2011-11-10 11:53:00,2011-11-10 11:53:00,France
312,12660,1,227.1,2011-11-28 13:26:00,2011-11-28 13:26:00,France
313,12661,1,162.0,2010-09-29 16:46:00,2010-09-29 16:46:00,Sweden
314,12662,20,6130.54,2010-04-01 09:50:00,2011-12-09 11:59:00,Germany
315,12663,2,185.39999999999998,2010-02-09 14:28:00,2010-03-25 09:40:00,Germany
316,12664,11,5420.04,2009-12-13 10:28:00,2011-12-01 17:07:00,Finland
317,12665,3,259.6,2010-02-08 15:11:00,2011-01-19 08:34:00,Germany
318,12666,1,1248.42,2010-11-10 16:40:00,2010-11-10 16:40:00,Israel
319,12667,1,460.13,2011-10-12 17:00:00,2011-10-12 17:00:00,Finland
320,12668,9,9906.03,2010-01-31 15:45:00,2011-11-28 10:56:00,Germany
321,12669,2,1427.73,2011-03-28 10:15:00,2011-07-12 09:54:00,France
322,12670,7,3436.29,2010-02-11 10:13:00,2011-11-29 15:23:00,France
323,12671,1,2622.48,2010-04-12 16:30:00,2010-04-12 16:30:00,Germany
324,12672,2,407.05,2010-04-23 09:57:00,2011-01-14 09:20:00,France
325,12673,3,1140.02,2010-11-03 10:46:00,2011-12-04 13:55:00,Germany
326,12674,4,1844.6,2011-05-16 09:10:00,2011-11-01 12:12:00,France
327,12675,2,873.25,2010-05-10 16:44:00,2010-06-04 09:49:00,Italy
328,12676,10,2333.09,2010-08-13 13:29:00,2011-11-15 12:25:00,Sweden
329,12677,2,359.1,2010-02-11 13:55:00,2010-06-02 14:30:00,France
